app_id,helpful,funny,date,is_recommended,hours,user_id,review_id,price_final,discount,positive_ratio,date_release,rating
438100,6,0,2022-07-30,False,22.0,4817220,19435,0.0,0.0,73,2017-02-01,Mostly Positive
1238810,210,20,2022-12-24,False,150.4,4406611,22465774,50.0,0.0,70,2020-10-22,Mostly Positive
960090,5,0,2020-01-08,False,43.1,11722284,12514211,14.0,0.0,97,2018-12-17,Overwhelmingly Positive
219150,4,6,2021-06-14,False,2.0,8033844,23973461,9.99,0.0,97,2012-10-23,Overwhelmingly Positive
381210,5,0,2019-03-21,False,385.2,13807083,34536526,10.0,0.0,80,2016-06-14,Very Positive
225540,14,0,2020-02-26,False,18.2,10241081,25622521,19.99,0.0,83,2015-11-30,Very Positive
221100,9,0,2016-06-01,False,169.0,6227719,16504549,45.0,0.0,74,2018-12-13,Mostly Positive
438100,6,0,2022-05-14,False,185.8,5435328,24026984,0.0,0.0,73,2017-02-01,Mostly Positive
220240,8,0,2014-02-25,False,43.4,5383182,16846598,19.99,0.0,89,2012-12-04,Very Positive
1091500,8,2,2020-12-11,False,94.5,11581964,271953,60.0,0.0,80,2020-12-09,Very Positive
301520,29,7,2017-03-07,False,29.5,2338632,14368973,0.0,0.0,72,2017-08-24,Mostly Positive
218620,16,0,2015-10-28,False,27.5,5583434,2084020,10.0,0.0,89,2013-08-13,Very Positive
1172620,5,2,2020-07-14,False,119.3,45750,24788519,40.0,0.0,90,2020-06-03,Very Positive
1091500,5,0,2021-06-17,False,83.7,4285786,22985708,60.0,0.0,80,2020-12-09,Very Positive
1174180,71,16,2021-12-23,False,4.0,13524120,4491239,20.0,0.0,90,2019-12-05,Very Positive
108600,4,0,2017-04-15,False,120.1,6934119,4717901,20.0,0.0,94,2013-11-08,Very Positive
582160,4,2,2019-09-04,False,41.2,11302656,14704912,60.0,0.0,86,2017-10-26,Very Positive
594650,19,5,2021-12-14,False,7.9,8037622,14368164,40.0,0.0,83,2019-08-27,Very Positive
1293830,55,30,2021-03-09,False,737.6,174615,24483009,60.0,0.0,89,2021-03-09,Very Positive
301520,4,3,2017-01-11,False,2.0,7831407,40128710,0.0,0.0,72,2017-08-24,Mostly Positive
1063730,5,0,2021-11-01,False,308.3,11562242,14974098,40.0,0.0,70,2021-09-28,Mostly Positive
362890,8,0,2022-07-10,False,9.2,157499,26645079,20.0,0.0,95,2020-03-06,Overwhelmingly Positive
1063730,5,0,2022-04-10,False,0.3,12532866,21641165,40.0,0.0,70,2021-09-28,Mostly Positive
346110,4,0,2017-04-02,False,14.2,12713299,2036766,15.0,0.0,83,2017-08-27,Very Positive
304390,19,0,2022-11-15,False,16.4,10006567,25112342,15.0,0.0,69,2017-02-13,Mixed
244850,12,0,2017-10-12,False,82.2,11597694,23209764,20.0,0.0,89,2019-02-28,Very Positive
268910,23,14,2019-10-15,False,12.4,8927975,21746380,20.0,0.0,96,2017-09-29,Overwhelmingly Positive
570,24,3,2016-12-29,False,424.3,10107678,19385806,0.0,0.0,82,2013-07-09,Very Positive
379430,35,7,2020-06-02,False,39.2,8342699,20728240,7.0,0.0,82,2018-02-13,Very Positive
578080,24,4,2020-10-14,False,1.1,10481887,34223531,0.0,0.0,57,2017-12-21,Mixed
570,5,0,2013-07-14,False,740.7,11695611,24476706,0.0,0.0,82,2013-07-09,Very Positive
359550,11,3,2016-07-09,False,202.7,4789673,16089056,20.0,0.0,86,2015-12-01,Very Positive
1172620,18,0,2020-07-24,False,96.1,4426499,2689759,40.0,0.0,90,2020-06-03,Very Positive
440,7,0,2013-12-26,False,275.0,11653435,21624096,0.0,0.0,93,2007-10-10,Very Positive
271590,11,0,2019-09-17,False,37.7,8569764,5509246,0.0,0.0,86,2015-04-13,Very Positive
438100,12,7,2021-02-03,False,35.6,3809146,24185871,0.0,0.0,73,2017-02-01,Mostly Positive
1517290,4,2,2021-12-16,False,0.7,9502042,7891603,60.0,0.0,40,2021-11-19,Mixed
524220,8,2,2017-11-22,False,335.5,3634453,25482750,40.0,0.0,87,2017-03-17,Very Positive
444090,8,0,2021-03-07,False,29.9,13381373,23389258,0.0,0.0,85,2018-05-08,Very Positive
244850,6,0,2020-12-23,False,115.7,10630091,4197208,20.0,0.0,89,2019-02-28,Very Positive
513710,4,0,2022-10-19,False,473.2,11156519,8044993,40.0,0.0,74,2018-08-29,Mostly Positive
394360,5,0,2021-01-16,False,12.3,13323446,26226126,40.0,0.0,92,2016-06-06,Very Positive
304390,5,0,2017-03-01,False,27.0,528873,523974,15.0,0.0,69,2017-02-13,Mixed
552990,20,0,2017-11-16,False,0.4,8568519,6062215,0.0,0.0,76,2017-11-15,Mostly Positive
275850,4,0,2016-08-28,False,11.9,8268693,3517233,60.0,0.0,76,2016-08-12,Mostly Positive
262060,21,0,2018-06-20,False,1.8,8745696,8580228,25.0,0.0,91,2016-01-19,Very Positive
292030,4,3,2022-03-22,False,40.1,9095674,4365149,40.0,0.0,96,2015-05-18,Overwhelmingly Positive
1046930,7,0,2019-07-30,False,0.7,6139465,38002146,0.0,0.0,82,2019-06-20,Very Positive
892970,5,0,2021-03-06,False,37.0,10620545,19647263,20.0,0.0,95,2021-02-02,Overwhelmingly Positive
814380,162,27,2019-03-22,False,24.4,12095295,851079,60.0,0.0,95,2019-03-21,Overwhelmingly Positive
281990,18,3,2021-03-06,False,40.6,7329464,34542696,40.0,0.0,88,2016-05-09,Very Positive
1091500,10,0,2020-12-12,False,23.7,12768428,24004211,60.0,0.0,80,2020-12-09,Very Positive
1091500,11,0,2022-03-03,False,0.8,5375365,24335017,60.0,0.0,80,2020-12-09,Very Positive
400,13,0,2017-06-22,False,6.9,9440659,21562064,10.0,0.0,98,2007-10-10,Overwhelmingly Positive
594650,4,4,2022-01-14,False,2.4,6674017,22593244,40.0,0.0,83,2019-08-27,Very Positive
218620,8,0,2015-10-19,False,8.1,11862999,3538920,10.0,0.0,89,2013-08-13,Very Positive
582160,24,0,2017-10-29,False,9.8,11724031,6429556,60.0,0.0,86,2017-10-26,Very Positive
1517290,6,0,2021-11-22,False,33.1,5442840,25073844,60.0,0.0,40,2021-11-19,Mixed
1811260,122,25,2022-12-16,False,1.0,5773500,14985509,70.0,0.0,54,2022-09-29,Mixed
264710,33,0,2018-02-06,False,199.4,11571776,4654784,30.0,0.0,96,2018-01-23,Overwhelmingly Positive
1085660,5,0,2021-08-24,False,5.2,5620761,18596415,0.0,0.0,81,2019-10-01,Very Positive
359550,11,6,2020-12-03,False,202.9,10550642,25711708,20.0,0.0,86,2015-12-01,Very Positive
714010,6,0,2020-12-23,False,25.1,13776245,16928919,0.0,0.0,93,2023-06-16,Very Positive
594570,4,0,2021-11-17,False,66.0,4396152,24816310,60.0,0.0,93,2017-09-28,Very Positive
632360,12,0,2022-01-02,False,1.2,4272574,21106495,25.0,0.0,96,2020-08-11,Overwhelmingly Positive
10,12,3,2021-08-28,False,1.3,2040752,21031368,9.99,0.0,97,2000-11-01,Overwhelmingly Positive
221100,7,0,2015-12-24,False,53.3,11950554,558819,45.0,0.0,74,2018-12-13,Mostly Positive
221100,5,0,2017-02-11,False,10.9,11343495,19814356,45.0,0.0,74,2018-12-13,Mostly Positive
782330,293,426,2020-03-20,False,109.7,5209645,10706079,40.0,0.0,91,2020-03-19,Very Positive
292030,8,2,2021-07-09,False,13.6,4709026,4838831,40.0,0.0,96,2015-05-18,Overwhelmingly Positive
1832640,60,53,2022-01-21,False,0.4,9242042,28942632,1.99,0.0,26,2022-01-20,Mostly Negative
1517290,6,0,2021-11-19,False,44.0,11290831,7961712,60.0,0.0,40,2021-11-19,Mixed
221100,5,0,2018-12-19,False,3.2,1835035,16490677,45.0,0.0,74,2018-12-13,Mostly Positive
1517290,5,0,2021-11-24,False,1.7,11686622,8045247,60.0,0.0,40,2021-11-19,Mixed
377160,6,2,2020-10-03,False,19.8,5244406,35990563,20.0,0.0,83,2015-11-09,Very Positive
12210,4,0,2021-12-06,False,2.2,12525897,6585611,20.0,0.0,80,2020-03-24,Very Positive
524220,19,0,2021-06-30,False,55.4,10422464,22751081,40.0,0.0,87,2017-03-17,Very Positive
227940,11,0,2015-02-21,False,62.2,11593563,11839416,0.0,0.0,66,2016-10-18,Mixed
1172470,7,0,2021-07-19,False,271.6,1691352,34014299,0.0,0.0,80,2020-11-04,Very Positive
239140,5,5,2021-12-13,False,23.8,10370935,22567595,30.0,0.0,95,2016-04-21,Overwhelmingly Positive
232090,12,2,2015-11-24,False,4.6,11549335,7566539,30.0,0.0,89,2016-11-18,Very Positive
311210,15,2,2016-10-01,False,24.7,13783541,25290205,60.0,0.0,86,2015-11-05,Very Positive
220200,10,0,2018-06-10,False,11.4,8183443,8608509,10.0,0.0,95,2015-04-27,Overwhelmingly Positive
255710,10,4,2022-11-06,False,14.1,11018699,22505811,30.0,0.0,93,2015-03-10,Very Positive
281990,15,0,2017-04-12,False,135.7,10834395,4335812,40.0,0.0,88,2016-05-09,Very Positive
232090,9,0,2020-07-02,False,75.5,257991,6337461,30.0,0.0,89,2016-11-18,Very Positive
361420,43,0,2017-08-06,False,4.2,11871532,12211153,30.0,0.0,91,2019-02-05,Very Positive
570,5,0,2014-02-01,False,240.6,11323860,23152940,0.0,0.0,82,2013-07-09,Very Positive
218620,9,0,2015-10-17,False,27.8,472666,1747159,10.0,0.0,89,2013-08-13,Very Positive
386360,5,0,2019-04-22,False,22.6,4870194,20147807,0.0,0.0,79,2015-09-08,Mostly Positive
1091500,8,0,2020-12-10,False,57.2,8793581,25633000,60.0,0.0,80,2020-12-09,Very Positive
1091500,7,0,2020-12-09,False,139.5,11123750,25639959,60.0,0.0,80,2020-12-09,Very Positive
457140,10,3,2017-11-28,False,2.1,8153306,9540276,25.0,0.0,96,2019-07-30,Overwhelmingly Positive
218620,64,0,2015-06-26,False,471.9,3465639,3825764,10.0,0.0,89,2013-08-13,Very Positive
393380,5,0,2021-06-14,False,0.4,9065312,22185940,50.0,0.0,88,2020-09-23,Very Positive
251570,19,0,2014-09-22,False,2.6,5313676,23751104,25.0,0.0,88,2013-12-13,Very Positive
730,6,2,2016-06-22,False,570.6,7670408,34409310,15.0,0.0,88,2012-08-21,Very Positive
275850,241,7,2016-08-12,False,59.5,14023134,21152710,60.0,0.0,76,2016-08-12,Mostly Positive
1289310,44,3,2020-06-23,False,2.0,5396047,40854213,0.0,0.0,97,2020-05-11,Overwhelmingly Positive
1811260,5,0,2022-12-16,False,0.2,9023767,2203372,70.0,0.0,54,2022-09-29,Mixed
1468810,4,0,2022-01-05,False,202.8,10690113,20793856,19.99,0.0,52,2023-05-26,Mixed
271590,4,0,2019-08-17,False,109.5,7433848,306608,0.0,0.0,86,2015-04-13,Very Positive
238960,31,2,2021-07-24,False,635.9,13928787,3993552,0.0,0.0,88,2013-10-23,Very Positive
304390,4,0,2018-11-04,False,318.9,2555407,418533,15.0,0.0,69,2017-02-13,Mixed
570,9,2,2017-08-09,False,3.3,10131885,19570532,0.0,0.0,82,2013-07-09,Very Positive
391540,6,0,2015-12-20,False,70.6,4894426,25021062,10.0,0.0,96,2015-09-15,Overwhelmingly Positive
1091500,37,4,2020-12-09,False,40.6,11480135,3401269,60.0,0.0,80,2020-12-09,Very Positive
252490,5,2,2015-07-31,False,47.3,13370044,3246027,40.0,0.0,87,2018-02-08,Very Positive
232090,4,0,2015-11-24,False,4.9,8475030,8312539,30.0,0.0,89,2016-11-18,Very Positive
220240,4,2,2016-06-28,False,0.3,11338191,34569473,19.99,0.0,89,2012-12-04,Very Positive
374320,5,0,2017-08-07,False,328.4,12629331,4074448,30.0,0.0,94,2016-04-11,Very Positive
578080,5,0,2017-08-07,False,149.5,6647953,34569668,0.0,0.0,57,2017-12-21,Mixed
289070,11,0,2019-02-15,False,55.4,11400612,1721523,6.0,0.0,85,2016-10-20,Very Positive
218620,19,0,2015-10-27,False,363.0,11880705,3132219,10.0,0.0,89,2013-08-13,Very Positive
570,4,0,2017-09-16,False,1.1,13912090,4139422,0.0,0.0,82,2013-07-09,Very Positive
774171,7,4,2021-10-22,False,1.5,8394692,22727592,3.0,0.0,90,2019-06-19,Very Positive
433850,32,4,2018-11-17,False,12.0,7506446,39011228,0.0,0.0,55,2018-02-28,Mixed
244210,8,0,2022-08-05,False,3.6,11101944,3768402,20.0,0.0,92,2014-12-19,Very Positive
1091500,9,0,2020-12-16,False,140.0,9895387,1046689,60.0,0.0,80,2020-12-09,Very Positive
570,205,2,2013-12-03,False,2.2,11363585,24104719,0.0,0.0,82,2013-07-09,Very Positive
225540,4,0,2022-03-18,False,63.8,14012087,25573345,19.99,0.0,83,2015-11-30,Very Positive
578080,4,0,2017-09-17,False,10.4,1206904,4930692,0.0,0.0,57,2017-12-21,Mixed
412020,5,0,2020-03-11,False,26.3,2830343,26550639,30.0,0.0,89,2020-02-14,Very Positive
377160,90,7,2015-11-09,False,187.0,829616,5611072,20.0,0.0,83,2015-11-09,Very Positive
477160,7,0,2020-03-15,False,105.1,10449747,24877365,20.0,0.0,94,2016-07-22,Very Positive
570,5,0,2017-08-28,False,2.7,2012844,21514046,0.0,0.0,82,2013-07-09,Very Positive
466240,5,0,2020-10-10,False,0.7,1709900,6487695,0.0,0.0,79,2017-03-03,Mostly Positive
552520,7,0,2018-03-28,False,4.1,7643035,13437520,60.0,0.0,80,2018-03-26,Very Positive
251570,8,3,2019-01-22,False,15.0,12088593,21572991,25.0,0.0,88,2013-12-13,Very Positive
232090,4,0,2016-11-14,False,2.2,7096674,7907015,30.0,0.0,89,2016-11-18,Very Positive
236390,5,0,2017-08-25,False,544.7,6881374,17631046,0.0,0.0,75,2013-08-15,Mostly Positive
346110,9,0,2016-09-06,False,91.9,10845798,17415591,15.0,0.0,83,2017-08-27,Very Positive
221100,27,3,2018-01-25,False,12.9,1044229,3809735,45.0,0.0,74,2018-12-13,Mostly Positive
323190,24,2,2022-02-27,False,0.9,5824377,15688687,30.0,0.0,92,2018-04-24,Very Positive
1172620,12,23,2020-06-05,False,2.6,10022259,3980868,40.0,0.0,90,2020-06-03,Very Positive
304390,4,0,2021-12-31,False,355.8,11556246,3246181,15.0,0.0,69,2017-02-13,Mixed
466240,4,0,2017-03-08,False,14.2,7321002,31417789,0.0,0.0,79,2017-03-03,Mostly Positive
1086940,12,0,2022-07-13,False,7.2,988604,3688125,60.0,0.0,95,2023-08-03,Overwhelmingly Positive
220200,10,0,2017-06-10,False,63.7,1940842,7561588,10.0,0.0,95,2015-04-27,Overwhelmingly Positive
397540,6,3,2022-02-21,False,20.5,9360879,24038663,60.0,0.0,85,2020-03-13,Very Positive
227940,4,0,2014-07-18,False,0.4,11787228,12167446,0.0,0.0,66,2016-10-18,Mixed
444090,9,0,2016-09-28,False,1.7,1253923,21603912,0.0,0.0,85,2018-05-08,Very Positive
552520,4,0,2020-11-05,False,11.4,13262395,6484285,60.0,0.0,80,2018-03-26,Very Positive
381210,13,2,2020-08-06,False,175.1,12556405,4251514,10.0,0.0,80,2016-06-14,Very Positive
1517290,5,0,2021-11-19,False,6.9,5835081,21014103,60.0,0.0,40,2021-11-19,Mixed
489830,27,0,2017-01-22,False,291.4,3452337,25363559,40.0,0.0,94,2016-10-27,Very Positive
305620,56,0,2020-06-02,False,64.3,12120966,7475717,20.0,0.0,91,2017-08-01,Very Positive
438100,6,0,2022-07-29,False,5.3,11270378,1733477,0.0,0.0,73,2017-02-01,Mostly Positive
730,6,0,2017-10-28,False,37.7,8297087,34317873,15.0,0.0,88,2012-08-21,Very Positive
255710,4,0,2020-01-04,False,29.1,9946280,24645993,30.0,0.0,93,2015-03-10,Very Positive
1506830,6,4,2022-08-21,False,20.0,834466,40023580,59.99,0.0,80,2021-09-30,Very Positive
281990,7,0,2020-03-25,False,355.0,6688002,34548140,40.0,0.0,88,2016-05-09,Very Positive
291480,5,2,2019-10-13,False,76.1,2860136,14543847,0.0,0.0,67,2014-07-01,Mixed
632470,4,4,2022-06-19,False,3.8,7927113,34457114,40.0,0.0,93,2019-10-15,Very Positive
550,18,4,2015-11-01,False,152.8,2489282,3484677,10.0,0.0,97,2009-11-16,Overwhelmingly Positive
48700,4,0,2014-06-23,False,26.4,9611100,14491218,19.99,0.0,97,2010-03-31,Overwhelmingly Positive
433850,33,3,2019-05-15,False,34.5,13965031,36693903,0.0,0.0,55,2018-02-28,Mixed
814380,9,5,2019-03-22,False,33.3,11599521,1021382,60.0,0.0,95,2019-03-21,Overwhelmingly Positive
594650,8,0,2020-04-15,False,453.9,679013,21835034,40.0,0.0,83,2019-08-27,Very Positive
275850,35,8,2019-10-06,False,30.7,13915054,1703353,60.0,0.0,76,2016-08-12,Mostly Positive
4000,8,2,2022-11-21,False,43.8,13305117,403463,10.0,0.0,96,2006-11-29,Overwhelmingly Positive
1240440,4,0,2021-11-17,False,58.0,13120772,3562814,0.0,0.0,70,2021-11-15,Mostly Positive
218620,13,0,2022-05-05,False,270.3,8421857,1713992,10.0,0.0,89,2013-08-13,Very Positive
892970,5,0,2021-06-13,False,1.6,5509413,22972972,20.0,0.0,95,2021-02-02,Overwhelmingly Positive
552520,23,0,2018-06-17,False,37.6,3251836,7568370,60.0,0.0,80,2018-03-26,Very Positive
305620,11,0,2016-05-18,False,28.8,4118099,25907759,20.0,0.0,91,2017-08-01,Very Positive
1144200,8,0,2022-12-18,False,9.3,9005044,21333737,40.0,0.0,91,2021-12-17,Very Positive
1091500,50,2,2021-06-23,False,114.0,164026,15014804,60.0,0.0,80,2020-12-09,Very Positive
381210,5,0,2016-11-01,False,120.8,5808940,34266778,10.0,0.0,80,2016-06-14,Very Positive
730,23,13,2014-12-20,False,539.1,12296398,3899213,15.0,0.0,88,2012-08-21,Very Positive
578080,5,2,2017-06-29,False,394.4,4674793,4119260,0.0,0.0,57,2017-12-21,Mixed
292030,24,54,2017-02-23,False,223.0,7777677,36347253,40.0,0.0,96,2015-05-18,Overwhelmingly Positive
238320,4,0,2021-11-01,False,11.5,6902513,22573847,3.0,0.0,96,2013-09-04,Overwhelmingly Positive
730,6,2,2021-06-11,False,296.0,5897671,33930335,15.0,0.0,88,2012-08-21,Very Positive
433850,23,0,2018-01-02,False,430.7,11288441,36817539,0.0,0.0,55,2018-02-28,Mixed
221100,4,0,2017-07-12,False,262.8,9662502,19823830,45.0,0.0,74,2018-12-13,Mostly Positive
10,19,0,2017-07-01,False,1.4,1506262,17709661,9.99,0.0,97,2000-11-01,Overwhelmingly Positive
107410,34,17,2020-10-15,False,0.7,680641,22640375,30.0,0.0,91,2013-09-12,Very Positive
1517290,11,0,2021-12-17,False,0.5,6985062,10871630,60.0,0.0,40,2021-11-19,Mixed
1167630,35,4,2022-01-04,False,24.9,1914284,12489487,30.0,0.0,96,2022-04-21,Overwhelmingly Positive
578080,4,0,2017-09-24,False,65.1,8209974,34534704,0.0,0.0,57,2017-12-21,Mixed
730,35,2,2016-06-30,False,504.5,7112637,21992644,15.0,0.0,88,2012-08-21,Very Positive
1086940,9,10,2020-10-13,False,10.6,10164653,2186335,60.0,0.0,95,2023-08-03,Overwhelmingly Positive
230410,7,0,2017-05-23,False,29.5,3134278,6304140,0.0,0.0,86,2013-03-25,Very Positive
1091500,157,3,2021-10-14,False,106.4,11529292,492105,60.0,0.0,80,2020-12-09,Very Positive
346110,4,0,2016-06-02,False,11.0,1361287,794391,15.0,0.0,83,2017-08-27,Very Positive
218620,6,0,2015-10-18,False,103.2,13834346,20432041,10.0,0.0,89,2013-08-13,Very Positive
677620,20,9,2019-05-24,False,1.7,2930920,30351979,0.0,0.0,91,2019-05-24,Very Positive
698780,30,3,2017-12-10,False,4.7,679013,32777018,0.0,0.0,96,2017-10-06,Overwhelmingly Positive
782330,7,4,2020-12-24,False,24.1,14155416,13035029,40.0,0.0,91,2020-03-19,Very Positive
211820,12,2,2018-01-02,False,6.8,13921981,17894105,14.99,0.0,91,2016-07-22,Very Positive
412020,14,0,2019-02-15,False,1.6,12545484,7946269,30.0,0.0,89,2020-02-14,Very Positive
221100,5,0,2019-12-31,False,13.1,9646370,16488156,45.0,0.0,74,2018-12-13,Mostly Positive
221100,6,0,2017-07-31,False,13.8,11447531,19147757,45.0,0.0,74,2018-12-13,Mostly Positive
377160,27,0,2017-08-31,False,68.0,2124262,3419849,20.0,0.0,83,2015-11-09,Very Positive
730,20,0,2017-09-15,False,343.5,6301798,34024784,15.0,0.0,88,2012-08-21,Very Positive
489830,5,0,2016-11-12,False,113.1,475879,16455494,40.0,0.0,94,2016-10-27,Very Positive
1832640,15,0,2022-09-30,False,5.3,7896217,28415774,1.99,0.0,26,2022-01-20,Mostly Negative
391220,8,0,2017-09-16,False,15.4,11362063,26251180,5.99,80.0,94,2016-02-09,Very Positive
218620,18,6,2016-05-14,False,247.7,4762543,20983889,10.0,0.0,89,2013-08-13,Very Positive
322330,5,2,2019-05-26,False,3.7,12009393,13160172,15.0,0.0,95,2016-04-21,Overwhelmingly Positive
221100,16,0,2016-02-10,False,4.0,5381365,1863368,45.0,0.0,74,2018-12-13,Mostly Positive
294100,35,0,2022-11-10,False,497.2,8277910,25331529,35.0,0.0,98,2018-10-17,Overwhelmingly Positive
578080,6,0,2017-10-25,False,263.6,11546514,14447390,0.0,0.0,57,2017-12-21,Mixed
1172380,6,2,2021-12-24,False,3.1,10700272,7759417,40.0,0.0,89,2019-11-14,Very Positive
440,15,0,2011-06-23,False,273.2,690944,16006037,0.0,0.0,93,2007-10-10,Very Positive
393380,4,2,2022-04-03,False,13.0,9653228,16101304,50.0,0.0,88,2020-09-23,Very Positive
457140,14,0,2017-10-06,False,11.2,11256999,9652807,25.0,0.0,96,2019-07-30,Overwhelmingly Positive
240,4,4,2020-08-20,False,19.1,5310129,17980810,9.99,0.0,96,2004-11-01,Overwhelmingly Positive
578080,11,0,2017-03-24,False,13.3,7370715,2577586,0.0,0.0,57,2017-12-21,Mixed
374320,4,2,2017-03-29,False,128.1,13757446,3951751,30.0,0.0,94,2016-04-11,Very Positive
578080,233,41,2022-03-16,False,39.5,7681819,27667571,0.0,0.0,57,2017-12-21,Mixed
1245620,100,10,2022-03-08,False,120.3,7063111,15869468,60.0,0.0,92,2022-02-24,Very Positive
221100,5,0,2014-11-08,False,48.3,11864317,1732921,45.0,0.0,74,2018-12-13,Mostly Positive
755790,9,0,2019-03-22,False,3.8,9535682,14372855,0.0,0.0,74,2019-06-24,Mostly Positive
1063730,6,0,2021-12-25,False,42.9,6778959,22225730,40.0,0.0,70,2021-09-28,Mostly Positive
594650,16,2,2018-02-23,False,2.2,13534991,21899273,40.0,0.0,83,2019-08-27,Very Positive
782330,106,4,2021-01-02,False,0.6,7819636,24549848,40.0,0.0,91,2020-03-19,Very Positive
305620,4,0,2018-07-18,False,0.3,4777849,25902943,20.0,0.0,91,2017-08-01,Very Positive
291480,4,0,2020-10-15,False,0.3,12374239,30252606,0.0,0.0,67,2014-07-01,Mixed
466240,5,2,2018-05-06,False,54.9,8117351,31934301,0.0,0.0,79,2017-03-03,Mostly Positive
1091500,5,0,2020-12-22,False,699.9,9133293,23442834,60.0,0.0,80,2020-12-09,Very Positive
570,8,0,2016-11-23,False,277.6,4320024,10996407,0.0,0.0,82,2013-07-09,Very Positive
218620,14,0,2015-12-01,False,580.2,2627860,18532689,10.0,0.0,89,2013-08-13,Very Positive
976730,4,3,2022-07-25,False,31.7,4774217,5765209,40.0,0.0,92,2019-12-03,Very Positive
220240,22,0,2021-08-10,False,2.2,8284469,22591077,19.99,0.0,89,2012-12-04,Very Positive
251570,4,0,2016-06-30,False,0.4,858743,26626640,25.0,0.0,88,2013-12-13,Very Positive
306130,5,0,2022-04-14,False,0.4,4415939,3388563,20.0,0.0,83,2017-05-22,Very Positive
534380,17,10,2022-12-08,False,98.6,11448321,24000411,30.0,0.0,79,2022-02-03,Mostly Positive
578080,12,4,2020-02-05,False,326.8,1257215,34551988,0.0,0.0,57,2017-12-21,Mixed
319630,6,0,2016-11-26,False,19.1,11370864,22763364,19.99,0.0,96,2015-01-29,Overwhelmingly Positive
218620,8,0,2016-01-23,False,73.3,8126915,1354034,10.0,0.0,89,2013-08-13,Very Positive
221100,7,0,2018-12-16,False,1.0,12011885,4923094,45.0,0.0,74,2018-12-13,Mostly Positive
