user_id,products,reviews
4337252,935,65
4348269,950,47
4359360,328,32
4411895,102,26
4438219,392,61
4481831,194,28
4501237,269,25
4528115,452,52
4528511,371,205
4529009,320,24
4533380,421,74
4564182,96,31
4588515,852,287
4704530,738,96
4756727,118,30
4767829,339,42
4788689,220,81
4883209,285,27
4886198,692,68
4888838,67,49
4913401,317,62
4937576,187,24
4978762,91,34
4999054,118,40
5004704,73,26
5004930,314,75
5019909,491,62
5047359,303,48
5052557,319,27
5067848,1829,38
5076948,1597,42
5078782,331,32
5101776,540,63
5111845,739,127
5155423,162,32
5158035,616,45
5183707,203,42
5187765,183,28
5192932,110,34
5196788,161,25
5205643,109,30
5206631,278,39
5209838,40,32
5244596,159,36
5245137,138,31
5249451,273,25
5258868,413,30
5285843,315,29
5286906,42,26
5291326,135,45
5294106,147,28
5301463,129,45
5302588,316,30
5311116,47,39
5313204,245,25
5313482,313,45
5316903,213,31
5334931,824,26
5342174,329,53
5344182,198,52
5368451,763,27
5372470,1226,34
5384737,209,29
5387319,429,36
5394337,272,30
5400452,735,36
5427489,205,40
5483411,394,31
5500399,396,80
5505654,229,59
5551447,1037,91
5560909,85,24
5564266,166,28
5632407,373,30
5656875,67,35
5671919,434,24
5685106,330,26
5704092,451,99
5708054,467,29
5708446,294,94
5710051,1760,50
5733901,101,40
5747016,158,31
5747586,1267,38
5753097,175,26
5777301,124,41
5800593,549,25
5832190,4169,35
5839915,395,27
5860788,516,71
5864647,173,36
5876871,147,27
5882672,307,26
5920982,155,43
5929545,210,58
5930981,126,25
5936877,886,33
5944784,156,53
5951038,331,36
5987167,263,32
5993562,348,93
5995831,284,28
6003035,322,30
6009987,164,43
6010411,283,34
6024261,92,63
6042984,407,35
6049495,104,25
6050391,372,34
6104111,363,38
6117323,271,26
6119536,4910,139
6121164,291,39
6135519,870,94
6136577,214,26
6146978,568,26
6157867,474,26
6168259,599,29
6181454,369,26
6188022,184,25
6214266,1155,65
6336563,121,24
6344350,132,32
6350264,210,35
6356088,232,25
6369428,254,37
6429899,552,81
6470031,464,33
6494154,218,124
6501685,162,27
6527917,778,24
6550629,315,27
6563986,240,54
6569664,420,60
6572651,2810,26
6578011,263,42
6580254,242,30
6591943,163,27
6617926,563,102
6622140,230,48
6656136,268,33
6687463,239,54
6704616,555,55
6705521,505,28
6743128,388,27
6767761,1863,49
6769237,283,126
6787230,235,31
6787486,130,42
6787545,337,54
6807327,516,57
6810004,187,26
6820088,3229,34
6858889,488,43
6915009,117,29
6918493,1455,44
6956683,583,65
6956928,238,43
6984555,322,41
6987292,183,26
6988037,260,28
6995959,231,24
7025371,674,35
7055881,174,30
7076584,918,36
7096825,100,44
7117937,215,46
7152873,201,29
7222826,202,46
7254649,116,36
7259792,177,85
7271097,383,52
7272051,309,91
7320196,160,25
7342142,244,67
7349281,532,35
7385757,230,25
7399870,512,84
7421803,170,33
7463398,474,26
7534569,177,32
7537130,178,39
7587515,371,39
7595892,267,38
7598628,88,38
7616530,127,24
7673966,193,46
7696455,158,25
7715845,168,66
7750504,246,60
7792998,202,44
7802169,606,30
7806587,71,27
7856454,301,56
7877159,357,30
7880977,1519,66
7889315,94,30
7907587,679,66
7924907,154,27
7933410,318,136
7958771,168,106
7959133,212,25
7961703,191,24
7974389,188,51
7993861,263,27
8003224,269,63
8029043,234,27
8087944,345,26
8098567,397,33
8116102,231,37
8118545,367,30
8142556,93,30
8186511,71,42
8206575,158,27
8207473,612,27
8213874,163,24
8223474,77,27
8274081,287,27
8281041,60,28
8306805,609,35
8311178,201,31
8314136,108,24
8324988,179,25
8346634,273,26
8347212,716,24
8353130,231,24
8379357,54,28
8380906,109,37
8390542,2523,30
8443614,3663,161
8479687,162,26
8483441,119,60
8493051,137,39
8494113,424,40
8496135,922,26
8513978,92,25
8516462,516,43
8594079,389,52
8618623,136,28
8645460,355,36
8666054,170,27
8680041,130,24
8682049,481,28
8686623,61,26
8693375,181,26
8724315,188,30
8732109,360,28
8740434,295,25
8768021,390,67
8815275,106,49
8832456,122,28
8848045,263,86
8852545,137,28
8914424,56,35
8934889,287,82
8949545,161,37
8976770,120,33
8980294,181,28
8988197,1755,57
9045643,263,89
9046089,1067,46
9137440,131,32
9145095,478,49
9147871,176,43
9210880,238,28
9224061,297,57
9238001,165,27
9256067,168,46
9282297,91,26
9288151,291,80
9302016,165,26
9430135,310,37
9449686,88,27
9456837,341,45
9477953,244,43
9520064,293,32
9538334,2767,24
9615615,224,25
9656261,157,36
9693060,57,33
9696663,4004,99
9720510,69,27
9738226,69,46
9751742,180,25
9778634,203,38
9802447,290,47
9877391,257,33
9880615,192,24
9892215,146,66
9921766,176,31
9943310,135,25
10033241,368,26
10042110,230,35
10083249,174,36
10086720,214,45
10099943,195,31
10103011,282,33
10123904,284,81
10170851,114,25
10210236,93,30
10235845,536,24
10243247,2765,266
10244496,343,62
10274063,254,32
10300652,131,36
10301423,247,30
10334812,132,32
10337365,211,30
10343237,308,31
10387665,426,25
10407512,193,24
10421657,145,28
10459458,289,40
10492104,305,24
10511086,48,34
10539210,67,31
10546234,208,24
10653640,46,25
10654622,295,40
10785847,205,34
10830071,803,50
10833788,58,30
10843832,129,34
10868531,55,29
10913609,20,40
10918702,209,59
10929223,196,28
10966868,83,25
10979182,166,24
10994560,215,34
10997302,185,44
11014373,763,49
11014427,121,26
11042773,169,28
12218007,134,40
12233098,122,24
12323962,112,78
12377236,114,28
12387299,180,24
12399940,133,35
12444937,106,38
12446405,179,26
12584322,283,25
12665040,429,33
12690820,100,26
12752788,208,47
12769356,50,27
12809813,234,39
12881244,303,24
12903928,309,26
12953286,44,47
13024184,314,42
13030661,289,24
13122018,89,34
13189948,41,25
13253848,349,34
13265571,157,24
13278319,1424,29
13292612,74,24
13308441,195,34
13325716,241,36
13326714,189,42
13345159,289,44
13354498,72,40
13477305,73,25
13490552,55,25
13524732,700,83
13535939,77,43
13553335,229,70
13692052,762,42
13824410,309,34
13850423,160,36
13938739,473,52
13984412,120,27
14000194,39,24
14038985,86,37
14199126,123,37
26554,105,39
47882,136,31
71124,326,78
297966,146,44
340624,131,25
415578,37,25
441926,91,25
442185,38,27
539224,521,24
554546,117,30
575941,98,26
611927,351,62
618624,77,27
650934,94,30
669017,165,32
705014,143,32
712552,176,26
715494,674,81
810218,59,68
911977,54,35
965485,94,25
1106762,166,25
1184454,326,59
1196818,129,28
1278294,108,24
1393586,1635,186
1404634,65,30
1468260,82,38
1514424,319,46
1534421,137,86
1581978,48,29
1696409,85,58
1702245,65,35
1762667,94,43
1879223,358,51
1895605,141,24
2135760,76,28
2355432,478,38
2375226,25,26
2392008,182,31
2410317,171,28
2501618,164,50
2644064,163,48
2943406,186,31
3067838,246,60
3131442,120,26
3351988,140,24
3463140,156,47
11475896,207,29
14138528,1183,32
6184394,1426,42
8995474,469,75
9276664,1482,36
9883604,136,35
10076952,212,25
10495513,5666,87
10886804,368,34
11178495,462,24
11240111,537,27
11455437,203,32
11611084,132,31
11693392,1487,79
11910456,459,31
12051069,276,50
12702253,755,29
12999997,559,42
335067,462,36
422194,811,40
477071,332,30
1164499,156,33
1948831,286,24
2658133,443,34
2846568,1022,34
2977588,2173,24
3141931,419,26
3272444,1592,65
4051885,728,31
4337168,582,34
4748296,845,266
4780450,380,29
5176270,1795,37
6165673,2321,26
6244081,910,28
6304508,859,63
6389624,345,32
6478617,1330,29
6595557,1753,29
6822584,196,28
6890258,1078,46
6893087,202,24
7035091,1104,46
7144220,1519,50
7167593,258,55
7175890,645,33
7254199,584,24
7313537,575,25
7372560,3131,794
7430224,1335,88
7488382,288,29
7503728,3693,59
7568546,82,36
7675273,708,24
7748085,738,42
7761503,1188,128
7846366,1283,41
7921271,1666,46
7959383,582,76
7987371,516,31
7991064,298,57
8147359,208,31
8169693,659,29
8200910,481,34
8293870,523,42
8330329,424,26
8450337,232,34
8471200,470,31
8522541,126,28
8523270,124,30
8575513,370,35
8784163,8197,108
8826672,683,32
8911021,698,41
8913778,647,46
8975587,659,120
9000014,630,31
9023024,293,57
9023210,777,33
9052287,241,41
9240540,1751,55
9333597,297,26
9509021,1329,60
9533810,448,57
9565191,799,53
9596371,259,49
9643716,660,539
9667677,804,92
9672035,1038,32
9687342,409,60
9772563,425,28
9823250,430,36
9902563,1741,62
10103939,1009,96
10121493,264,32
10156854,110,32
10211726,1148,33
10258001,177,26
10280237,505,37
10292985,523,69
10339222,436,28
10449620,443,24
10624589,1246,47
10654916,315,32
10693402,834,34
10737620,7212,295
10766833,2290,67
10769556,487,34
10857150,181,31
10857507,650,68
10876942,73,32
10892540,143,29
10906214,1329,59
10933090,1255,38
10969265,561,32
11021879,112,25
11151157,899,55
11164550,181,36
11165187,5564,47
11178051,299,26
11192833,879,25
11217057,401,32
11221153,899,34
11236286,493,24
11245392,178,79
11256522,342,37
11258966,356,24
11271788,427,38
11274170,991,25
11312533,364,25
11316578,424,31
11332696,373,31
11333721,829,29
11345714,677,34
11348573,169,42
11356809,905,41
11409469,263,31
11463920,996,33
11467054,475,49
11481069,209,52
11503675,526,25
11504019,191,26
11508791,1174,51
11510435,944,44
11514414,481,26
11515739,804,36
11542312,391,25
11543414,650,386
11592904,324,36
11611035,2054,36
11618586,202,38
11628968,297,25
11635956,291,29
11656248,882,42
11675100,488,35
11686054,407,27
11696793,188,38
11710664,439,52
11723119,193,31
11780430,330,34
11784826,511,42
11791553,8968,35
11798379,8604,52
11802843,313,27
11815772,328,29
11824239,623,62
11830989,241,50
11842741,304,45
11844973,431,27
11869067,566,53
11874932,737,27
11905027,220,32
11918197,11942,41
11950438,389,28
11963307,299,36
11975890,172,33
11976569,686,61
11988967,248,52
11991192,246,145
11992436,499,76
12020211,359,38
12023976,708,26
12042962,146,25
12047259,377,48
12054814,259,26
12061259,418,29
12065087,918,41
12067023,920,30
12067066,559,78
12092591,1453,71
12106794,247,31
12108490,867,31
12128843,161,40
12143177,902,106
12145435,735,39
12154020,1683,25
12156666,292,48
12157709,1481,30
12161218,271,50
12203555,10184,62
12204262,231,25
12346882,258,31
12353514,294,39
12379243,711,27
12403892,469,32
12428390,537,33
12435168,698,37
12481392,1542,25
12484662,2760,39
12527159,671,57
12551113,144,24
12599079,294,34
12665011,5983,202
12691917,467,45
12780306,612,49
12822968,468,106
12848648,473,27
12889383,1487,28
12892883,257,25
12900495,638,41
12915955,268,24
12938453,2228,45
13094521,3386,31
13097520,503,39
13099733,443,25
13201537,466,49
13282569,885,170
13331348,418,105
13447456,1934,24
13559612,769,104
13595964,199,31
13608925,4620,48
13630318,689,67
13730366,179,25
13752575,381,26
13759530,183,29
13770369,649,36
13787845,262,37
13837559,542,32
13858093,1180,46
13874496,661,56
13890429,518,46
13890757,260,48
13895892,879,27
13895929,618,26
13933083,361,84
13996615,237,40
14028321,298,45
14029235,176,29
14045531,321,24
14058410,460,66
14129484,241,67
14132801,341,27
14180485,276,44
14181420,305,25
14186323,260,49
14215548,448,92
14244505,338,28
14289300,542,31
22476,167,35
79933,568,54
145862,1123,30
228765,485,33
270766,377,43
357919,258,28
385695,354,26
394784,372,24
414761,1398,415
487262,506,31
491411,363,29
632167,978,33
737481,1320,63
757303,333,24
787814,944,48
796938,1236,63
797844,115,45
834602,299,36
847653,297,30
848491,266,24
858863,242,25
948131,171,46
948476,135,29
1011057,303,25
1022250,509,24
1044589,390,24
1131139,244,28
1189581,425,25
1264923,261,39
1270024,242,27
1302314,311,24
1322848,991,75
1355290,151,44
1429008,392,24
1454989,166,25
1465194,454,30
1491276,221,25
1519032,155,27
1531863,132,26
1533280,227,29
1556439,1225,30
1567512,530,26
1608583,271,27
1689524,355,35
1770091,300,37
1782901,324,26
1803835,740,45
1823669,198,25
1914891,133,26
1931950,1221,37
2060620,1100,29
2210950,440,32
2388317,176,79
2463669,3189,72
2602725,236,35
2645845,534,25
2697955,236,34
2789548,598,24
2843434,158,28
2850563,189,27
2852697,455,26
2936524,397,32
2958050,684,37
2975553,319,50
2977294,372,38
2988804,1380,115
2991580,494,24
3024782,327,26
3029844,151,24
3054745,304,38
3155857,411,33
3247206,884,63
3262369,228,32
3315654,3820,41
3425363,843,26
3465639,956,25
3624359,219,95
3625606,226,36
3654088,248,30
3744009,471,45
3779407,387,39
3898384,190,48
3914962,418,28
3925150,2780,130
3960450,451,74
3967744,374,28
4061086,668,75
4072338,790,24
4101942,315,39
4114038,237,35
4131447,798,24
4150489,346,43
4205963,551,41
4209338,122,28
4227513,547,162
4231198,270,62
4257559,451,70
4268340,363,39
4324617,644,101
4339744,583,78
4349518,621,26
4350739,383,26
4384939,367,90
4405870,111,45
4452307,671,153
4464044,296,48
4534435,158,93
4548696,210,34
4551181,198,49
4563152,152,24
4583048,469,45
4603220,187,67
4621509,2465,36
4639272,308,24
4653566,526,41
4669502,168,27
4674070,309,39
4680743,906,26
4742574,419,29
4743474,205,40
4798568,175,45
4826860,160,31
4906785,211,34
4913744,458,58
4935541,756,72
4946658,320,29
4965911,356,31
4995204,484,25
4997454,326,37
5010468,162,58
5021229,200,137
5024849,2874,26
5046242,1379,76
5047129,1285,310
5069244,277,24
5099980,190,64
5106406,248,39
5110969,254,34
5112830,214,26
5121490,189,35
5122872,779,29
5130801,457,28
5134847,55,24
5141645,637,33
5144968,827,63
5153336,400,202
5177470,80,53
5255425,244,26
5257399,76,24
5265521,316,26
5268762,932,43
5297713,129,24
5320442,199,56
5334967,865,26
5338436,124,44
5370073,306,24
5390933,760,54
5411687,393,46
5417391,751,27
5449875,508,28
5458326,353,38
5477738,176,24
5537675,79,34
5551860,197,29
5576541,105,48
5592804,85,27
5614353,580,24
5624792,125,28
5638977,156,25
5645415,241,24
5662479,303,107
5687061,434,25
5702233,6450,168
5712691,142,60
5758686,167,27
5791869,141,38
5807071,134,34
5823767,510,97
5828957,429,59
5837920,118,45
5867394,522,31
5871388,126,24
5891472,558,31
5896483,205,25
5922083,178,27
5926115,569,25
5931188,289,24
5932280,963,34
5962709,113,27
5969584,353,60
5978312,135,29
5980019,348,30
6015947,396,30
6033909,1469,36
6036917,151,27
6042754,264,32
6049254,639,43
6054969,210,56
6055390,67,100
6073630,894,44
6129519,150,31
6180062,115,29
6180373,879,518
6197518,371,26
6209191,373,28
6243715,131,34
6327386,364,33
6343853,759,106
6358686,133,31
6365039,237,35
6378381,334,26
6412859,138,24
6459161,291,54
6465962,238,29
6467966,149,24
6470805,280,48
6476859,321,24
6487222,234,38
6512186,179,58
6534651,273,26
6540176,489,61
6644545,364,74
6653249,583,96
6670845,162,27
6673389,139,28
6679254,154,25
6682751,721,140
6684836,406,47
6715011,183,89
6715661,142,25
6723158,347,89
6724694,7655,27
6732547,9321,305
6754165,455,24
6759597,290,24
6762119,2497,49
6767228,405,31
6792000,150,38
6802426,196,42
6807251,135,32
6825413,2502,686
6832142,1539,37
6851495,174,25
6876849,56,32
6876956,210,26
6876978,124,78
6881296,180,29
6890907,241,45
6934791,201,30
6951884,369,28
6995660,150,27
7021386,134,24
7030657,95,41
7051618,333,33
7068363,189,28
7072994,460,77
7090591,135,24
7120031,342,25
7124884,96,34
7156982,127,43
7168250,353,41
7178343,228,91
7182007,280,62
7184736,186,68
7196058,175,27
7246530,191,25
7252901,142,25
7263269,132,25
7267635,516,136
7276373,380,50
7290552,276,50
7295922,379,78
7296968,326,43
7320878,262,32
7320938,70,24
7324038,246,38
7335981,423,26
7359223,186,24
7375005,141,31
7436826,470,223
7445048,213,31
7453071,293,105
7467857,72,25
7505773,1384,26
7512179,218,24
7521086,207,24
7554855,929,90
7556160,142,42
7617831,207,67
7665132,39,24
7676232,650,56
7694247,87,24
7706177,128,27
7753582,698,63
7772605,222,39
7781470,328,33
7784817,107,30
7791149,632,85
7802561,358,138
7814391,134,26
7818377,169,30
7825142,103,29
7876754,557,59
7883908,223,26
7886786,234,66
7887779,171,28
7893383,82,33
7933974,116,38
7937456,81,29
7952982,164,46
7975019,236,26
7978519,280,44
7992276,294,38
8008883,361,24
8026564,239,35
8037746,74,29
8075658,286,36
8080272,391,40
8107471,1330,27
8119063,261,31
8127945,469,59
8159585,210,53
8159775,260,26
8164435,253,25
8220625,1155,29
8227953,10117,52
8233359,168,50
8238242,70,43
8278317,283,46
8282578,607,54
8293198,1048,41
8296107,632,27
8363604,157,31
8367494,607,30
8380327,287,112
8446565,89,47
8452501,119,29
8453120,351,59
8506759,113,34
8532313,121,25
8547229,40,24
8600755,164,40
8623037,708,37
8627741,91,24
8627815,419,99
8653290,26,24
8694982,116,34
8695735,53,24
8696683,1699,38
8724040,493,41
8757059,193,24
8767272,433,24
8800400,633,40
8871680,242,24
8893908,135,93
8925857,519,43
8932624,88,26
8951011,73,44
8952082,63,24
8988263,211,25
9009628,92,59
9011511,234,29
9056810,162,41
9069407,268,38
9086574,178,30
9088062,210,44
9100224,186,41
9113343,143,126
9118069,1634,32
9128935,92,44
9132432,1374,152
9144071,342,32
9144105,330,24
9184445,196,42
9255228,425,33
9263106,144,53
9281735,2424,105
9294247,215,56
9333965,294,50
9336117,386,25
9354692,446,27
9359633,632,36
9374987,272,24
9401343,131,33
9439584,284,51
9535757,94,35
9544108,113,24
9557050,203,38
9599514,289,191
9676389,666,53
9683497,150,33
9683681,131,42
9685892,152,24
9696002,115,25
9713179,130,47
9728241,604,24
9790284,271,25
9815004,803,59
9848360,133,37
9883478,126,24
9898747,95,26
10007025,692,79
10040478,331,26
10094256,313,26
10182563,95,25
10225293,3273,30
10242688,118,28
10294903,122,42
10358784,146,45
10390947,666,113
10434637,191,26
10481297,1508,46
10513708,142,24
10536309,156,52
10622864,1359,114
10632503,330,118
10688267,203,28
10704481,524,39
10740815,576,36
10756643,96,52
10820978,77,33
10833722,262,29
10877387,112,30
10888620,356,114
10958339,147,35
10971141,189,24
11064286,210,28
11130955,152,40
11654572,225,46
12214725,419,111
12217701,118,31
12236462,160,64
12256177,49,30
12266246,36,26
12337768,74,27
12466215,2192,45
12608513,579,33
12618677,608,28
12682868,269,60
12736313,107,27
12742233,222,30
12786715,63,28
12822802,134,45
12857493,134,28
12960043,158,25
12960230,99,31
12963278,636,43
12974296,216,27
13004310,170,58
13047093,289,26
13086365,220,33
13090152,146,25
13093594,60,25
13217756,80,26
13254907,73,28
13262395,176,39
13323409,195,32
13342503,209,30
13397125,249,91
13406451,229,39
13432914,760,27
13484963,95,30
13492041,3054,55
13532613,117,32
13559869,166,26
13585427,109,35
13666043,77,24
13676505,181,29
13751760,276,29
13836715,85,34
13855995,304,28
13924734,51,27
13953322,119,57
14038234,265,34
14177824,41,30
14249313,124,36
44312,740,25
62571,277,39
87856,1647,48
159758,275,30
170545,453,52
186653,135,52
281578,834,307
295615,91,44
322314,56,28
363827,212,27
503848,95,37
598004,70,27
603838,62,35
606659,128,27
658717,151,33
671719,491,26
763118,193,60
852484,129,42
1052577,84,24
1053054,75,49
1133562,198,25
1209740,109,62
1285491,203,71
1383666,79,41
1445944,69,62
1545571,67,33
1557654,152,50
1675246,118,47
1851328,217,28
1904566,72,24
1913936,144,29
2025147,88,33
2044518,469,65
2158934,129,35
2470850,249,24
2487572,89,33
2643505,53,29
2719979,73,36
2724304,522,24
3003004,339,78
3160145,111,34
3451295,77,25
3580279,60,50
3895836,47,27
4259983,78,35
4191304,180,25
13397970,560,30
1429807,488,41
6862621,3239,39
8205540,373,24
8342699,287,42
10320810,911,36
11330539,407,34
11354019,333,104
11639669,508,45
11789402,470,74
11912558,611,31
147486,234,30
197744,1900,34
516397,1588,30
657492,1359,36
829616,459,51
1308685,382,28
2635229,425,45
3243247,898,57
3568442,1509,105
3733770,426,42
3751915,535,81
4519544,393,27
4869663,369,36
5315586,629,34
5454279,522,31
5479504,729,50
5586094,628,24
5740309,1816,65
5967124,1841,29
6069819,5635,61
6210946,641,104
6317671,649,130
6388978,615,32
6608416,427,33
6764086,552,245
6825400,777,41
7101371,393,25
7391423,705,37
7425529,529,195
7433473,414,31
7467867,663,56
7488399,343,30
7496169,2277,36
7509905,360,69
7521775,85,32
7572741,978,29
7667389,282,79
7749991,479,26
7769117,773,72
7844695,402,26
7908569,252,61
7931139,551,28
7959429,1350,136
8306848,198,45
8337995,253,37
8358018,397,30
8393411,186,62
8425884,1488,43
8475270,188,26
8489923,552,43
8510877,1263,28
8530694,397,39
8665669,827,28
8745100,583,50
8790678,401,39
8907484,589,125
8956214,142,24
9055400,665,31
9125377,479,96
9210004,522,39
9459734,178,39
9624520,446,26
9683061,1009,27
9786978,587,30
10001643,1427,319
10047028,201,38
10053389,223,29
10104078,1251,59
10113336,443,26
10131543,342,105
10246245,244,69
10256259,137,32
10281206,306,25
10289432,4512,54
10324735,307,32
10345550,605,36
10367968,560,44
10438288,2135,29
10445677,351,25
10560614,1490,67
10564968,407,27
10700827,140,26
10705801,226,24
10778061,459,26
10822742,258,28
10824941,768,67
10982361,1427,30
11017973,513,28
11058786,260,46
11169177,100,38
11174224,213,25
11176456,688,54
11193365,944,24
11204212,244,26
11212625,190,43
11236897,1094,54
11238669,315,24
11240964,1060,24
11264039,196,26
11267131,533,30
11271103,382,59
11294100,1097,26
11294557,215,35
11295399,477,51
11307943,420,47
11310199,226,34
11310842,358,48
11323635,729,106
11330370,2499,131
11330775,575,48
11338191,1669,26
11356315,939,61
11356711,450,32
11362287,233,87
11366217,633,41
11381799,1075,28
11382096,419,29
11413908,404,40
11416946,1736,37
11427474,4300,30
11447390,563,26
11481955,364,44
11485811,228,27
11497725,538,33
11502908,774,51
11503626,313,25
11503684,1752,59
11508168,439,28
11523617,405,29
11529494,456,32
11552928,940,41
11555906,1242,185
11557053,341,29
11558545,1501,89
11580315,229,45
11585225,613,24
11587079,6278,46
11607107,253,25
11620884,158,26
11625878,422,47
11626093,989,62
11629035,563,216
11631137,721,31
11644660,238,25
11645388,296,58
11656995,518,30
11667083,749,39
11677183,2516,38
11686487,366,49
11720485,284,81
11730762,1403,35
11742499,155,32
11752735,296,27
11790181,593,55
11796843,328,55
11808060,452,25
11811347,496,30
11822670,385,25
11835303,1237,61
11841206,260,26
11845598,314,24
11858656,801,152
11866026,230,50
11871317,2237,24
11881122,556,26
11900167,530,33
11908652,612,35
